County,Provider,contract_plan,Implant Coverage (Y/N),Root Canal Coverage (Y/N),Healthy Food Rollover,OTC Rollover (Y/N),Dental Summary
FL: South Florida: Palm Beach,Humana Inc.,H1036304000,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The annual maximum benefit of $2,500 is higher than average, indicating a more generous coverage. The $0 member cost share (coinsurance) for dental benefits is also generous, as it means the member does not have to pay anything out of pocket for covered services. The plan covers a wide range of dental services and procedures, including periodontal surgery and dental implants, which are considered generous benefits. However, the specific cost-sharing amounts for in-network vs. out-of-network services are not mentioned, so it is unclear how generous the plan is in this aspect."
FL: South Florida: Palm Beach,Humana Inc.,H1036304000,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The annual maximum benefit of $2,500 is higher than average, indicating a more generous coverage. The $0 member cost share (coinsurance) for dental benefits is also generous, as it means the member does not have to pay anything out of pocket for covered services. The plan covers a wide range of dental services and procedures, including periodontal surgery and dental implants, which are considered generous benefits. However, the specific cost-sharing amounts for in-network vs. out-of-network services are not mentioned in the subreports."
FL: South Florida: Palm Beach,Humana Inc.,H1036304000,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The annual maximum benefit of $2,500 is higher than average, indicating a more generous coverage. The $0 member cost share (coinsurance) for dental benefits is also generous, as it means the member does not have to pay anything out of pocket for covered services. The plan covers a wide range of dental services and procedures, including periodontal surgery and dental implants, which are considered generous benefits. However, the specific cost-sharing amounts for in-network vs. out-of-network services are not mentioned, so it is unclear how generous the plan is in this aspect."
FL: South Florida: Palm Beach,"Elevance Health, Inc.",H5431020000,0,1,0,0,The health plan's dental benefits cannot be determined based on the information provided.
FL: Tampa: Not Polk,"BayCare Health System, Inc.",H2235003000,0,0,0,0,"Based on the information provided, the health plan's dental benefits are considered generous. The plan has a high annual maximum of $1,000 for dental coverage and a $0 copay for comprehensive dental services. It covers a range of dental services and procedures, including restorative services, endodontics, removable prosthodontics, and extractions. While coverage for periodontal surgery and dental implants is not explicitly mentioned, it is recommended to contact Delta Dental for more information. The member cost for in-network vs. out-of-network dental services is not specified in the coverage documents."
FL: LMS (Multiple Markets),"UnitedHealth Group, Inc.",H1889002001,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The plan has an annual maximum for dental coverage of $3,500, which is higher than average. The member cost share (coinsurance) for dental benefits is $0, indicating that the plan covers a significant portion of the costs. The plan covers a wide range of dental services and procedures, including periodontal surgery and dental implants, which are considered generous benefits. However, it is important to note that the member may be responsible for additional charges when using out-of-network dentists."
FL: LMS (Multiple Markets),"UnitedHealth Group, Inc.",H1889002001,1,1,0,0,"Based on the information provided, the UnitedHealthcare Dual Complete® Choice (PPO D-SNP) plan's dental benefits can be considered generous. The plan has an annual maximum for dental coverage of $3,500, which is relatively high. The member cost share (coinsurance) for dental benefits is $0, indicating that the plan covers a significant portion of the costs. The plan covers a wide range of dental services and procedures, including periodontal surgery and dental implants, which are considered generous benefits. However, it is important to note that the member may be responsible for additional charges when receiving dental services from out-of-network dentists."
FL: LMS (Multiple Markets),"UnitedHealth Group, Inc.",H1889002001,1,1,0,0,"Based on the information provided, the dental benefits covered by the health plan are considered generous. The plan has an annual maximum for dental coverage of $3,500, which is considered high. The member cost share (coinsurance) for dental benefits is $0, indicating a low or no cost to the member. The plan covers a wide range of dental services and procedures, including periodontal surgery and dental implants. The member pays $0 copayment for both in-network and out-of-network dental services, although out-of-network services may result in additional charges."
FL: LMS (Multiple Markets),"UnitedHealth Group, Inc.",H1889002001,1,1,0,0,"Based on the information provided, the dental benefits offered by the UnitedHealthcare Dual Complete® Choice (PPO D-SNP) plan can be considered generous. The plan has an annual maximum for dental coverage of $3,500, which is relatively high. The member cost share (coinsurance) for dental benefits is $0, indicating that members do not have to pay anything out of pocket for covered dental services. The plan covers a wide range of dental services and procedures, including periodontal surgery and dental implants. However, it is important to note that coverage may vary depending on the specific plan and its terms."
FL: LMS (Multiple Markets),"UnitedHealth Group, Inc.",H1889002001,1,1,0,0,"Based on the information provided, the UnitedHealthcare Dual Complete® Choice (PPO D-SNP) plan's dental benefits can be considered generous. The plan has an annual maximum for dental coverage of $3,500, which is relatively high. The member cost share (coinsurance) for dental benefits is $0, indicating that the plan covers a significant portion of the costs. The plan covers a wide range of dental services and procedures, including periodontal surgery and dental implants, which are considered generous benefits. However, the member may have to pay additional charges for out-of-network dental services."
FL: LMS (Multiple Markets),"UnitedHealth Group, Inc.",H1889002001,1,1,0,0,"Based on the information provided, the dental benefits covered by the health plan are considered generous. The plan has an annual maximum for dental coverage of $3,500, which is considered high. The member cost share (coinsurance) for dental benefits is $0, indicating that the plan covers a significant portion of the costs. The plan covers a wide range of dental services and procedures, including periodontal surgery and dental implants, which are considered generous benefits. The member pays $0 copayment for both in-network and out-of-network dental services, ensuring affordable access to care."
FL: LMS (Multiple Markets),"UnitedHealth Group, Inc.",H1889002001,1,1,0,0,"Based on the information provided, the dental benefits of the UnitedHealthcare Dual Complete® Choice (PPO D-SNP) plan can be considered generous. The plan does not explicitly mention the annual maximum for dental coverage, but it covers a wide range of dental services and procedures, including preventive care, fillings, crowns, bridges, root canals, dentures, and implants. The member cost share (coinsurance) for dental benefits is $0 for both in-network and out-of-network dentists. However, it is important to note that the coverage documents do not specify whether periodontal surgery and dental implants are covered."
FL:Southeast Florida ,Humana Inc.,H7284010000,0,1,0,0,"Based on the information provided, it is unclear whether the health plan's dental benefits are considered generous. The coverage documents do not provide specific information about the annual maximum, member cost share, coverage for dental services and procedures, or coverage for periodontal surgery and dental implants. Additionally, there is no information about member costs for out-of-network dental services. It is recommended to review the plan's detailed coverage documents or contact the plan directly for more information on the generosity of the dental benefits."
FL:Southeast Florida ,Humana Inc.,H7284010000,0,1,0,0,"Based on the information provided, it is unclear whether the health plan's dental benefits are considered generous. The coverage documents do not provide specific information about the annual maximum, member cost share, coverage for dental services and procedures, or coverage for periodontal surgery and dental implants. Additionally, there is no information about member costs for out-of-network dental services. It is recommended to review the plan's detailed coverage documents or contact the plan directly for more information on the generosity of the dental benefits."
FL:Southeast Florida ,Humana Inc.,H7284010000,0,1,0,0,"Based on the information provided, it is unclear whether the health plan's dental benefits are considered generous. The coverage documents do not provide specific information about the annual maximum, member cost share, coverage for dental services and procedures, or coverage for periodontal surgery and dental implants. Additionally, there is no information about member costs for out-of-network dental services. It is recommended to review the plan's detailed coverage documents or contact the plan directly for more information on the generosity of the dental benefits."
FL:Southeast Florida ,Humana Inc.,H7284010000,0,1,0,0,"Based on the information provided, it is unclear whether the health plan's dental benefits are considered generous. The coverage documents do not provide specific information about the annual maximum, member cost share, coverage for dental services and procedures, or coverage for periodontal surgery and dental implants. Additionally, there is no information about member costs for out-of-network dental services. It is recommended to review the plan's detailed coverage documents or contact the plan directly for more information on the generosity of the dental benefits."
FL: South Florida,"UnitedHealth Group, Inc.",H1889002002,1,1,0,0,"Based on the information provided, the dental benefits offered by the UnitedHealthcare Dual Complete® Choice (PPO D-SNP) plan can be considered generous. The plan has an annual maximum for dental coverage of $3,500, which is higher than average. Additionally, the member cost share (coinsurance) for dental benefits is $0, indicating a low or no cost to the member. The plan covers a wide range of dental services and procedures, including periodontal surgery and dental implants, which are considered generous benefits. However, it is important to note that the member may be responsible for additional charges when using out-of-network dentists."
FL: South Florida,"UnitedHealth Group, Inc.",H1889002002,1,1,0,0,"Based on the provided coverage documents, the dental benefits covered by the health plan are not mentioned. Therefore, it is unclear what the annual maximum for dental coverage is, the member cost share for dental benefits, what dental services and procedures are covered, whether periodontal surgery and dental implants are covered, and what the member pays in-network vs. out of network for dental services."
NC: Charlotte & NC: Greensoro/Winston-Salem,"UnitedHealth Group, Inc.",H5253041000,1,1,0,0,"Based on the provided coverage documents for UnitedHealthcare Dual Complete® (HMO-POS D-SNP), the dental benefits are as follows:

- The annual maximum for dental coverage is not specified in the coverage documents.
- The member cost share (coinsurance) for dental benefits is not provided in the coverage documents.
- The plan covers preventive and necessary dental services such as exams, cleanings, fillings, crowns, bridges, root canals, partial dentures, complete dentures, and dental implants. Cosmetic procedures, orthodontics, and non-necessary services are not covered.
- It is unclear whether periodontal surgery is covered, but dental implants are covered under certain conditions.
- The coverage documents do not provide information about member cost for in-network vs. out-of-network dental services.

Based on the information provided, it is difficult to determine whether the health plan's dental benefits are considered generous. It is recommended to refer to the specific plan details or contact UnitedHealthcare for more information on dental benefits."
NC: Charlotte & NC: Greensoro/Winston-Salem,"UnitedHealth Group, Inc.",H5253041000,1,1,0,0,"Based on the provided coverage documents for UnitedHealthcare Dual Complete® (HMO-POS D-SNP), the dental benefits are considered generous in terms of the annual maximum for dental coverage, which is $4,000. However, specific information about member cost share (coinsurance) for dental benefits is not provided. The plan covers a wide range of dental services and procedures, including preventive and necessary treatments, but does not cover cosmetic procedures, orthodontics, or non-necessary services. Dental implants are covered, and periodontal surgery is covered in certain circumstances. The member cost for in-network dental services is $0, but out-of-network dentists may result in additional costs for the member. Overall, the dental benefits provided by this plan can be considered generous based on the available information."
NC: Charlotte & NC: Greensoro/Winston-Salem,"UnitedHealth Group, Inc.",H5253041000,1,1,0,0,"Based on the provided coverage documents, it is unclear what dental benefits are covered by the UnitedHealthcare Dual Complete® (HMO-POS D-SNP) plan. The documents do not specify the annual maximum for dental coverage, member cost share for dental benefits, covered dental services and procedures, or whether periodontal surgery and dental implants are covered. Additionally, there is no information about member payment differences between in-network and out-of-network dental services. It is recommended to refer to the specific plan details or contact UnitedHealthcare for more information on dental benefits."
NC: Charlotte,Humana Inc.,H1036167000,0,1,0,0,"Based on the information provided, the dental benefits of the Humana Gold Plus SNP-DE H1036-167 (HMO-POS D-SNP) plan are not fully specified in the coverage documents. The annual maximum for dental coverage, member cost share (coinsurance), specific coverage for periodontal surgery and dental implants, and member cost-sharing for in-network vs. out-of-network dental services are not clearly outlined. Therefore, it is difficult to determine if the dental benefits of this plan are considered generous. It is recommended to refer to the plan's specific dental benefits information or contact Humana for more detailed information."
NC: Charlotte & NC: Greensoro/Winston-Salem,"UnitedHealth Group, Inc.",H5253116000,1,1,0,0,"Based on the information provided, the UnitedHealthcare Dual Complete® Select (HMO-POS D-SNP) plan offers dental coverage with an annual maximum of $1,000. The member cost share for dental benefits is not specified, but all covered dental services have a $0 copayment. The plan covers a wide range of dental services and procedures, including exams, cleanings, fillings, crowns, bridges, root canals, partial dentures, complete dentures, and implants. Dental implants are covered, but there is no specific mention of coverage for periodontal surgery. In-network dentists offer services at a negotiated rate, while out-of-network dentists may result in higher costs for the member. Overall, the dental benefits provided by this plan can be considered generous."
NC: Charlotte & NC: Greensoro/Winston-Salem,"UnitedHealth Group, Inc.",H5253116000,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The plan has an annual maximum of $1,000 for dental coverage, which is a decent amount. The member cost share for dental benefits is $0, indicating that the plan covers a significant portion of the costs. The plan covers a wide range of dental services and procedures, including dental implants, which are considered generous benefits. However, the coverage documents do not specify coverage for periodontal surgery. In-network dentists offer services at a negotiated rate, while out-of-network dentists may result in higher costs for the member."
NC: Charlotte & NC: Greensoro/Winston-Salem,"UnitedHealth Group, Inc.",H5253116000,1,1,0,0,"Based on the information provided, the UnitedHealthcare Dual Complete® Select (HMO-POS D-SNP) plan offers generous dental benefits. The plan has an annual maximum of $1,000 for dental coverage, which is considered high. The member cost share for dental benefits is $0, meaning there is no coinsurance required. The plan covers a wide range of dental services and procedures, including periodontal surgery and dental implants. In-network dentists have agreed to provide services at a negotiated rate, while out-of-network dentists may charge more. Overall, the dental benefits offered by this plan can be considered generous."
NC: Greensoro/Winston-Salem,Humana Inc.,H1036168000,0,1,0,1,"Based on the information provided in the subreports, there is no specific information about dental benefits in the coverage documents for the Humana Gold Plus SNP-DE H1036-168 (HMO-POS D-SNP) plan. Therefore, it can be assumed that the health plan does not cover dental benefits."
NC: Greensoro/Winston-Salem,CVS Health Corporation,H3146006000,1,1,0,0,"Based on the information provided, it cannot be determined whether the health plan's dental benefits are considered generous or not, as there is no specific information available regarding the annual maximum, member cost share, covered dental services, periodontal surgery, dental implants, or in-network vs. out-of-network costs."
OR: Eugene & Portland,"UnitedHealth Group, Inc.",H2228029000,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The annual maximum for dental coverage is $1,000, which is relatively high. The member cost share for dental benefits is $0, indicating that the plan covers a significant portion of the costs. The plan covers a wide range of dental services and procedures, including dental implants. However, it is unclear whether periodontal surgery is covered. In-network dental services have a negotiated rate, while out-of-network services may result in higher costs for the member."
OR: Eugene & Portland,"UnitedHealth Group, Inc.",H2228029000,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The annual maximum for dental coverage is $1,000, which is relatively high. The member cost share for dental benefits is $0, indicating that the plan covers a significant portion of the costs. The plan covers a wide range of dental services and procedures, including dental implants. However, it is unclear whether periodontal surgery is covered. In-network dental services have a negotiated rate, while out-of-network services may result in higher costs for the member."
OR: Portland,Humana Inc.,H1036153000,0,1,0,0,"Based on the information provided, the coverage documents do not provide specific details about the annual maximum for dental coverage, member cost share for dental benefits, coverage for periodontal surgery and dental implants, and member cost share for in-network vs. out-of-network dental services. However, the documents mention that various dental services and procedures such as exams, x-rays, cleanings, fillings, extractions, root canals, crowns, dentures, and oral surgery are covered. Without specific information on the annual maximum, member cost share, coverage for periodontal surgery and dental implants, and member cost share for in-network vs. out-of-network services, it is difficult to determine if the health plan's dental benefits are considered generous."
PA: Philadelphia,Humana Inc.,H5525017000,0,1,1,0,"Based on the information provided, the HumanaChoice H5525-017 (PPO) plan's dental benefits can be considered generous. The plan has a high annual maximum of $3,000 for dental coverage, and the member cost share for dental benefits is 0% coinsurance. The plan covers a wide range of dental services and procedures, although coverage for periodontal surgery and dental implants is not specifically mentioned. In-network, the member pays 0% coinsurance, but out-of-network costs may be higher."
PA: Philadelphia,Humana Inc.,H5525017000,0,1,1,0,"Based on the information provided, the HumanaChoice H5525-017 (PPO) plan's dental benefits can be considered generous. It has a high annual maximum of $3,000 for dental coverage, and the member pays 0% coinsurance for all covered dental services. The plan covers a wide range of dental services and procedures, although there is no specific mention of coverage for periodontal surgery or dental implants. In-network, the member pays 0% coinsurance, but out-of-network costs may be higher and subject to limitations and exclusions."
PA: Philadelphia,Humana Inc.,H5525017000,0,1,1,0,"Based on the information provided, the HumanaChoice H5525-017 (PPO) plan's dental benefits can be considered generous. It has a high annual maximum of $3,000 for dental coverage. The member cost share (coinsurance) for dental benefits is 0%, indicating that the plan covers the entire cost of covered dental services. The plan covers a wide range of dental services and procedures, including preventive services, restorations, extractions, root canals, crowns, bridges, dentures, and oral surgery. However, there is no specific mention of coverage for periodontal surgery or dental implants, so it is recommended to review the plan's exclusions or contact Humana for more information. In-network, the member pays 0% coinsurance, but out-of-network costs may be higher and subject to the plan's out-of-network benefit maximums, limitations, and exclusions."
PA: Philadelphia,Humana Inc.,H5525017000,0,1,1,0,"Based on the information provided, the HumanaChoice H5525-017 (PPO) plan's dental benefits can be considered generous. The plan has a high annual maximum of $3,000 for dental coverage, and the member cost share for dental benefits is 0% coinsurance. The plan covers a wide range of dental services and procedures, although coverage for periodontal surgery and dental implants is not specifically mentioned. In-network, the member pays 0% coinsurance, but out-of-network costs may be higher."
SC: Upstate,Humana Inc.,H5216345000,0,1,0,0,"Based on the provided information, the health plan's dental benefits cannot be determined as generous. The coverage documents do not specify an annual maximum for dental coverage or the member cost share for dental benefits. While the plan covers a range of dental services, including preventive and comprehensive services, it does not specifically mention coverage for periodontal surgery or dental implants. In-network, the member pays a copayment for services, but the coverage documents do not specify the member's cost for out-of-network services."
SC: Upstate,"UnitedHealth Group, Inc.",H2577005000,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The plan has an annual maximum of $1,000 for dental coverage, which is relatively high. The member cost share for dental benefits is $0, indicating that the plan covers a significant portion of the costs. The plan covers a wide range of dental services and procedures, including dental implants, which are considered generous benefits. However, it is unclear whether periodontal surgery is covered. The member pays a negotiated rate for in-network services, while out-of-network services may result in higher costs."
SC: Upstate,Humana Inc.,H5216280002,0,1,0,0,"Based on the information provided, the HumanaChoice H5216-280 (PPO) plan offers dental benefits with a generous annual maximum of $2,000. The member cost share for dental benefits is $0 until the maximum allowable benefit is reached. The plan covers a wide range of dental services, including preventive, basic, and major dental services, but does not cover periodontal surgery or dental implants. In-network dental services have a $0 copayment, while the member cost for out-of-network services is not specified. Overall, the dental benefits offered by this plan can be considered generous."
TN: Chattanooga,BlueCross BlueShield of Tennessee,H7917036000,1,1,0,0,"Based on the information provided, it is not possible to determine the dental benefits offered by the health plan."
TN: Knoxville,BlueCross BlueShield of Tennessee,H7917036000,1,1,0,0,"Based on the information provided, it is not possible to determine the dental benefits offered by the health plan."
TN: Chattanooga & Knoxville,BlueCross BlueShield of Tennessee,H7917010000,1,1,0,0,"Based on the information provided, it is not possible to determine the dental benefits offered by the health plan. Therefore, it cannot be determined whether the dental benefits are considered generous or not."
TN: Chattanooga,Humana Inc.,H4461036000,0,1,0,1,"Based on the information provided, the health plan's dental benefits can be considered generous. The plan has an annual maximum of $2,500 for dental coverage, which is higher than average. The member cost share for dental benefits is $0 until the maximum allowable benefit is reached, which is considered low. The plan covers a wide range of dental services and procedures, including preventive, basic, and major treatments, although it does not cover periodontal surgery or dental implants. The member cost for in-network vs. out of network dental services is not specified in the subreports."
TN: Chattanooga & Knoxville,BlueCross BlueShield of Tennessee,H7917030000,1,1,0,0,"Based on the information provided, it is not possible to determine the dental benefits offered by the health plan."
"TN: Chattanooga & Knoxville, Tri-Cities","UnitedHealth Group, Inc.",H2577020000,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The plan has an annual maximum of $2,000 for dental coverage, which is higher than average. In-network dental services have a $0 copayment, indicating a low member cost share. The plan covers a wide range of dental services and procedures, including dental implants, which are considered generous benefits. However, the coverage documents do not specify the coinsurance amount for dental benefits and do not mention coverage for periodontal surgery."
"TN: Chattanooga & Knoxville, Tri-Cities","UnitedHealth Group, Inc.",H2577020000,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The plan has an annual maximum of $2,000 for dental coverage, which is higher than average. The member cost share for dental benefits is not specified, so it is unclear if it is $0 or a low percentage. The plan covers a wide range of dental services and procedures, including dental implants, which are considered generous benefits. In-network dental services have a $0 copayment, indicating a favorable member cost."
"TN: Chattanooga & Knoxville, Tri-Cities","UnitedHealth Group, Inc.",H2577020000,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The plan has an annual maximum of $2,000 for dental coverage, which is higher than average. The member cost share for dental benefits is not specified, so it is unclear if it is $0 or a low percentage. The plan covers a wide range of dental services and procedures, including dental implants, which are considered generous benefits. In-network dental services have a $0 copayment, providing additional cost savings for members."
TN: Knoxville,"UnitedHealth Group, Inc.",H5253121000,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The plan offers a high annual maximum of $1,500 for covered dental services. Members have a $0 copayment for all covered dental services, indicating a low member cost share. The plan covers a wide range of dental services, including exams, cleanings, fillings, crowns, bridges, root canals, partial dentures, complete dentures, and dental implants. While periodontal surgery is not specifically mentioned, the coverage of dental implants is considered a generous benefit. The member cost for in-network vs. out-of-network dental services is not specified, but it is mentioned that out-of-network dentists may charge more than the plan pays."
TN: Knoxville,"UnitedHealth Group, Inc.",H5253121000,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The plan offers a high annual maximum of $1,500 for covered dental services. Additionally, members have a $0 copayment for all covered dental services, indicating a low member cost share. The plan covers a wide range of dental services, including dental implants, which are considered generous benefits. However, the coverage documents do not specify whether periodontal surgery is covered. The member cost for in-network vs. out-of-network dental services is not mentioned in the provided information."
TN: Knoxville,"UnitedHealth Group, Inc.",H5253121000,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The plan offers a high annual maximum of $1,500 for covered dental services. Additionally, members have a $0 copayment for all covered dental services, indicating a low member cost share. The plan covers a wide range of dental services, including dental implants, which are considered generous benefits. However, the coverage documents do not specify the member cost for in-network vs. out-of-network dental services."
TN: Knoxville,Humana Inc.,H4461031002,0,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous in terms of the annual maximum for dental coverage, as there is no specified limit mentioned. However, the member cost share (coinsurance) for dental benefits is not mentioned, so it is unclear if it is low or $0. The plan covers preventive dental services, but it is not specified if other dental services and procedures are covered. Periodontal surgery and dental implants are not covered. The member cost for in-network vs. out-of-network dental services is not provided. Overall, the dental benefits cannot be determined as generous based on the limited information available."
TN: Knoxville,"UnitedHealth Group, Inc.",H5253048000,1,1,0,0,"Based on the information provided, the AARP Medicare Advantage Plan 2 (HMO-POS) offers a dental benefit with an annual maximum of $2,250. The member cost share for dental benefits is not specified, but all covered dental services have a $0 copayment. The plan covers a wide range of dental services and procedures, including implants. In-network dentists offer substantial savings, while out-of-network dentists may charge more. Overall, the dental benefits offered by this plan can be considered generous based on the information provided."
TN: Knoxville,"UnitedHealth Group, Inc.",H5253048000,1,1,0,0,"Based on the information provided, the AARP Medicare Advantage Plan 2 (HMO-POS) offers generous dental benefits. The plan has an annual maximum for dental coverage of $2,250, which is considered high. Additionally, all covered dental services have a $0 copayment, indicating a low member cost share. The plan covers a wide range of dental services and procedures, including implants. However, the coverage documents do not explicitly mention coverage for periodontal surgery. In-network dental services ensure that members are not billed more than the negotiated rate, while out-of-network services may result in higher costs."
TN: Knoxville,"UnitedHealth Group, Inc.",H5253048000,1,1,0,0,"Based on the information provided, it is not possible to determine whether the health plan's dental benefits are considered generous."
TN: Memphis,CIGNA,H4513068002,1,1,0,0,"Based on the provided coverage documents, it is not possible to determine the dental benefits covered by the health plan. The documents primarily focus on medical benefits and do not provide specific information about dental coverage. Therefore, it is not possible to determine whether the health plan's dental benefits are considered generous."
TN: Memphis,"UnitedHealth Group, Inc.",H5253081000,1,1,0,0,"Based on the information provided, the AARP Medicare Advantage Plan 1 (HMO-POS) offers generous dental benefits. The plan has a high annual maximum of $1,500 for dental coverage. The member cost share (coinsurance) is 20%, which is relatively low. The plan covers a wide range of dental services and procedures, including dental implants. However, periodontal surgery is only covered in specific circumstances. In-network dental services have a negotiated rate, while out-of-network services may result in higher costs for the member."
TN: Nashville,Humana Inc.,H4461039000,0,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered moderately generous. The annual maximum of $1,000 is relatively low compared to some plans, but the $0 copayment for dental services until reaching the maximum is favorable. The coverage for a wide range of dental services is also a positive aspect, although the exclusion of periodontal surgery and dental implants may be seen as a limitation. Without information on member cost in-network vs. out of network, it is difficult to determine the overall generosity of the dental benefits."
TN: Nashville,Centene Corporation,H2853001000,0,0,0,0,"Based on the information provided, it is not possible to determine if the health plan's dental benefits are considered generous."
TN: Nashville,CIGNA,H4513068001,1,1,0,0,"Based on the provided coverage documents, the information regarding dental benefits is not included. Therefore, we cannot determine whether the health plan's dental benefits are considered generous or not."
TN: Tri-Cities,Humana Inc.,H4461034000,0,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous in terms of the annual maximum for dental coverage, as it provides a maximum allowable benefit of $2,000 annually. The member cost share for dental benefits is not specified, so it is unclear if it is generous or not. The plan covers a wide range of dental services and procedures, including preventive, basic, and major dental treatments, but does not cover periodontal surgery and dental implants. The member cost in-network vs. out of network for dental benefits is not mentioned. Overall, the dental benefits provided by the health plan can be considered generous in some aspects, but more information is needed to make a complete assessment."
TX: Austin,Humana Inc.,H5216358000,0,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The plan has a high annual maximum of $1,500 for routine dental services. The member cost share (coinsurance) for dental benefits is 0%, indicating that the plan covers a significant portion of the costs. The plan also covers a wide range of dental services and procedures, including exams, cleanings, fillings, extractions, root canals, crowns, dentures, and oral surgery. However, it is unclear if periodontal surgery and dental implants are covered, as the documents do not specifically mention them. In-network and out-of-network costs are the same, with the member paying 0% for covered dental services."
TX: Austin,Humana Inc.,H5216358000,0,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The plan has a high annual maximum of $1,500 for routine dental services. The member cost share (coinsurance) for dental benefits is 0%, indicating that the plan covers a significant portion of the costs. The plan covers a wide range of dental services and procedures, including exams, cleanings, fillings, extractions, root canals, crowns, dentures, and oral surgery. However, it is unclear if periodontal surgery and dental implants are covered, as the documents do not specify. In-network and out-of-network costs are the same, with the member paying 0% for covered dental services."
TX: Austin,Humana Inc.,H0028037000,0,1,0,0,"Based on the information provided, the dental benefits of the Humana Gold Plus H0028-037 (HMO) plan are not considered generous. The coverage documents do not specify the annual maximum for dental coverage or the member cost share (coinsurance) for dental benefits. While various dental services and procedures are covered, the coverage documents do not mention coverage for periodontal surgery or dental implants. Additionally, the member is responsible for paying 100% of the cost for out-of-network dental services."
TX: Austin,"UnitedHealth Group, Inc.",H4527002000,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The plan has an annual maximum for dental coverage of $1,500, which is higher than average. In-network dental services have a $0 copayment, indicating a low member cost share. The plan covers a wide range of dental services and procedures, including dental implants, which are considered generous benefits. However, the coverage for periodontal surgery is not explicitly mentioned."
TX: Austin,CVS Health Corporation,H2293018000,0,1,0,0,"Based on the information provided, the dental benefits of the Aetna Medicare Freedom Plan (PPO) are not considered generous. The plan does not specify an annual maximum for dental coverage, and the member cost share for dental benefits is 50% in-network and 70% out-of-network. While the plan covers a range of dental services and procedures, it does not specifically mention coverage for periodontal surgery or dental implants. Additionally, the member is responsible for a higher percentage of the cost when receiving services out-of-network."
TX: Corpus Christi,"UnitedHealth Group, Inc.",H4527001000,1,1,0,0,"Based on the coverage documents provided, the health plan's dental benefits can be considered generous. The annual maximum for dental coverage is $2,000, which is higher than average. The member cost share for dental benefits is 20% coinsurance, which is relatively low. The plan covers a wide range of dental services and procedures, including periodontal surgery and dental implants. In-network dentists have agreed to provide services at a negotiated rate, ensuring affordable costs for members. Overall, the dental benefits provided by this health plan are considered generous."
TX: Corpus Christi,"UnitedHealth Group, Inc.",H1278016000,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The annual maximum for dental coverage is $1,500, which is relatively high. The member cost share for dental benefits is $0, indicating that the plan covers a significant portion of the costs. The plan also covers a wide range of dental services and procedures, including periodontal surgery and dental implants. However, it is important to note that out-of-network dentists may charge more than what the plan pays, even for services with a $0 copayment."
TX: Corpus Christi & TX: San Antonio,Humana Inc.,H5216360000,0,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The annual maximum for dental coverage is $2,000, which is considered high. The member cost share (coinsurance) for dental benefits is 0%, meaning the plan covers 100% of the cost of covered dental services. The plan covers a wide range of dental services and procedures, including preventive services, restorations, extractions, and more. However, it is unclear if periodontal surgery and dental implants are covered, so further clarification is needed. In-network dental services have a 0% coinsurance, while out-of-network costs may vary."
TX: Corpus Christi & TX: San Antonio,Humana Inc.,H5216360000,0,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The annual maximum of $2,000 is relatively high, indicating a generous coverage limit. The member cost share for dental benefits is 0% coinsurance, meaning the plan covers 100% of the cost of covered dental services, which is considered generous. The plan covers a wide range of dental services and procedures, including preventive services, restorations, extractions, and more, indicating generous coverage. However, it is unclear if periodontal surgery and dental implants are covered, so it is recommended to review the specific coverage details or contact the plan directly for more information."
TX: El Paso,"UnitedHealth Group, Inc.",H4527040000,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The annual maximum for dental coverage is $2,000, which is higher than average. The plan covers a wide range of dental services and procedures, including dental implants. However, the member cost share (coinsurance) and specific details on in-network vs. out-of-network costs are not mentioned in the coverage documents."
TX: El Paso & TX: Houston,CIGNA,H4513066000,0,1,0,0,"Based on the information provided, it is not possible to determine whether the health plan's dental benefits are considered generous."
