county,provider,contract_plan,plan_category,dental_notes,dental_scorecard,dental_scorecard_notes,vision_coverage,hearing_aid_coverage,pers_coverage,meals_benefit_structure,worldwide_benefit_structure ,other_benefits,additional_notes,optional_supplemental_benefit_package
AZ: Pima,"UnitedHealth Group, Inc.",H0609 - 045 - 000,Zero MAPD HMO,This seems to be a well rounded comprehensive plan even though we don't see dental codes. 0% cost share for both IN and OON care even though OON care will be more expensive for their members.  No periodontal surgery coverage it seems. ,Same,"I don't think Devoted has an HMO Core plan in Pima so it's hard to compare this plan but Devoted's CORE and SELECT plans in Yavapei offer a $2,000 and $2,500 max respectively with a similar plan design (minus dental implants. Thefore this UHC plan is about the same in strength.","• 1 pair of standard lenses and frames every year
Standard lenses that are covered in full include single vision,
lined bifocal, lined trifocal, lenticular, and Tier I (standard)
progressive lenses.
or
• Contact lenses instead of lenses and frames every year
Once contact lenses are selected and fitted, they may not be
exchanged for eyeglasses.
The plan will pay up to the amount shown for covered
eyeglasses or contact lenses. You are responsible for any
costs after that.","2 hearing aids every year. Hearing aid accessories
and optional services are available for purchase, but they
are not covered by the plan.",NC,"28 home-delivered meals up to 14 days. This benefit can be used immediately
following an inpatient hospital or
skilled nursing facility (SNF) stay if
recommended by a provider.",UNK,N/A,N/A,N/A
AZ: Yavapai,Centene Corporation,H0351 - 059 - 002,Premium HMO,"Like all Wellcare plans, we don't know the specific dental codes but it doesn't seem likely that they cover implants or perio surgery. No coinsurance on this plan like other plans.",Same,"Devoted's CORE and SELECT plans in Yavapei offer a $2,000 and $2,500 max respectively with a similar plan design and also no coinsurance.Thefore this Wellcare plan is about the same in strength to Devoted's plan.","Unlimited pairs of prescription eyewear every year up to a
maximum benefit of $200 every year. Covered eyewear
includes any of the following:
○ Eyeglasses (frame and lenses) or
○ Eyeglass lenses only or
○ Eyeglass frames only or
○ Contact lenses instead of eyeglasses or
○ Vision hardware upgrades
Note: Contact lenses fitting fee is covered by the plan.","1 non-implantable hearing aid up to $750 per ear every year.
Limited to 2 non-implantable hearing aids every year. Benefit
includes a 1-year standard warranty and 1 package of
batteries.",NC,"Meals: maximum of 3 meals per day for 14-days for a
total of 42 meals at no cost to you. You may choose to
receive fresh frozen meals, shelf-stable meals, or a case of
nutritional shakes. Chronic Meals: 3 healthy meals per day for
up to 28 days for a maximum of 84 meals per month. This
benefit may be used for a maximum of 3 months per year.","You are covered for up to $50,000 when traveling outside the United States under your worldwide
emergency and urgent care coverage.",N/A,N/A,N/A
AZ: Yavapai,"UnitedHealth Group, Inc.",H2228 - 076 - 000,Premium PPO,This seems to be a well rounded comprehensive plan even though we don't see dental codes. 0% cost share for both IN and OON care even though OON care will be more expensive for their members.  No periodontal surgery coverage it seems. ,Weak,"Devoted's PPO plan has a $2000 card benefit in Yavapei whereas this UHC plan only have a $1000 max so Devoted wins. Even though UHC offers implants and 0% coinsurance for OON care, Devoted wins.","• 1 pair of standard lenses and frames every year
Standard lenses that are covered in full include single vision,
lined bifocal, lined trifocal, lenticular, and Tier I (standard)
progressive lenses.
or
• Contact lenses instead of lenses and frames every year
Once contact lenses are selected and fitted, they may not be
exchanged for eyeglasses.
The plan will pay up to the amount shown for covered
eyeglasses or contact lenses. You are responsible for any
costs after that.","2 hearing aids every year. Hearing aid accessories
and optional services are available for purchase, but they
are not covered by the plan.",NC,"28 home-delivered meals up to 14 days. This benefit can be used immediately
following an inpatient hospital or
skilled nursing facility (SNF) stay if
recommended by a provider.",UNK,N/A,N/A,N/A
AZ: Yavapai,Humana Inc.,H5216 - 224 - 000,Premium PPO,"This plan has a $1,000 max that covers all comprehensive services and for an extra $38/month premium, member has up to $2,000 max.",Weak/Same,"Devoted's PPO plan has a $2000 card benefit in Yavapei whereas this plan has a $1,000 max but for a $38 monthly premium, a $2,000 max is offered. Devoted wins but because Humana has 0% coinsurance for OON care, Devoted doesn't win by much.","$300 (combined in and out-of-network) benefit toward the
purchase and fitting of eyeglasses and pair of lenses or
contact lenses (1 per calendar year).
Ultraviolet protection and scratch resistant coating are
included in the eyeglass allowance benefit. Contact lenses will include conventional or disposable. The benefit can only be used one time. Any remaining benefit
dollars do not“roll over”to a future purchase.","Hearing aid purchase includes: – Unlimited follow-up provider visits during first year following
TruHearing hearing aid purchase – 60-day trial period
– 3-year extended warranty – 80 batteries per aid for non-rechargeable models
Benefit does not include or cover any of the following: – Additional cost for optional hearing aid rechargeability – Ear molds – Hearing aid accessories – Additional provider visits – Additional batteries (or batteries when a rechargeable hearing aid is
purchased) – Hearing aids that are not TruHearing-branded hearing aids – Costs associated with loss & damage warranty claims",NC,"2 meals per day for 7 days at no extra cost to you. 14
nutritious meals will be delivered to your home. Meal program limited to 4
times per calendar year. Meals have to be requested within 30 days of
discharge from inpatient stay.",UNK,N/A,N/A,MyOption DEN478: $38.80 additional monthly premium
AZ: Yavapai,Humana Inc.,H5216 - 198 - 000,Premium PPO,"This plan has a $1,500 max that covers all comprehensive services and for an extra $38/month premium, member has up to $2,000 max.",Weak/Same,"Devoted's PPO plan has a $2000 card benefit in Yavapei whereas this plan has a $1,500 max but for a $38 monthly premium, a $2,000 max is offered. Devoted wins but because Humana has 0% coinsurance for OON care, Devoted doesn't win by much.","$200 (combined in and out-of-network) benefit toward the
purchase and fitting of eyeglasses and pair of lenses or
contact lenses (1 per calendar year).
Ultraviolet protection and scratch resistant coating are
included in the eyeglass allowance benefit. Contact lenses will include conventional or disposable. The benefit can only be used one time. Any remaining benefit
dollars do not“roll over”to a future purchase.","Hearing aid purchase includes: – Unlimited follow-up provider visits during first year following
TruHearing hearing aid purchase – 60-day trial period
– 3-year extended warranty – 80 batteries per aid for non-rechargeable models
Benefit does not include or cover any of the following: – Additional cost for optional hearing aid rechargeability – Ear molds – Hearing aid accessories – Additional provider visits – Additional batteries (or batteries when a rechargeable hearing aid is
purchased) – Hearing aids that are not TruHearing-branded hearing aids – Costs associated with loss & damage warranty claims",NC,"2 meals per day for 7 days at no extra cost to you. 14
nutritious meals will be delivered to your home. Meal program limited to 4
times per calendar year. Meals have to be requested within 30 days of
discharge from inpatient stay.",UNK,N/A,N/A,MyOption DEN478: $38.80 additional monthly premium
AZ: Yavapai,CVS Health Corporation,H3931 - 147 - 000,Zero MAPD HMO,"Even though this is an HMO plan, EOC mentions how member has access to Aetna PPO network and any other licensed dentist out of network. Coinsurance seems to be the same for IN and OON. Difficult to know if implants and perio is covered but it seems like they are based on language.",Weak,"Devoted's CORE and SELECT plans in Yavapei offer a $2,000 and $2,500 max respectively with a no coinsurance and because this Aetna plan only has a $1,500 max with 20% coinsurance for IN dental care, Devoted wins...but not by much.","Non‑Medicare covered prescription eyewear:
• Contact lenses*
• Eyeglasses (lenses and frames)*
• Eyeglass lenses*
• Eyeglass frames*
• Upgrades*
Non‑Medicare covered eyewear allowance: Plan reimburses
up to $200 every year for non‑Medicare covered prescription
eyewear. You are responsible for any amount above the
eyewear coverage limit.","• Routine hearing exams: one exam every year
Hearing aid fitting/evaluation: one hearing aid
fitting/evaluation every year
•
• Hearing aids: two hearing aids every year*",NC,"14 meals over a 7‑day
period* delivered to your home","Our plan covers worldwide services outside of the United States under the following circumstances:
○ Emergency care
○ Urgently needed care
Emergency ambulance transportation from the scene of an emergency to the nearest medical
treatment facility
",N/A,N/A,N/A
AZ: Yavapai,Centene Corporation,H0351 - 058 - 002,Zero MAPD HMO,"Like all Wellcare plans, they are vague about what procedures they actually cover. They add on a 40% coinsurance for all comprehensive procedures for IN care.",Weak/Same,"Devoted's CORE and SELECT plans in Yavapei offer a $2,000 and $2,500 max respectively with a no coinsurance. Wellcare also has a $2,000 max but 40% coinsurane. Therefore Devoted plan is stronger but not by much, especially if Wellcare covers dental implants which we're not sure about.","Unlimited pairs of prescription eyewear every year up to a
maximum benefit of $100 every year. Covered eyewear
includes any of the following:
○ Eyeglasses (frame and lenses) or
○ Eyeglass lenses only or
○ Eyeglass frames only or
○ Contact lenses instead of eyeglasses or
○ Vision hardware upgrades
Note: Contact lenses fitting fee is covered by the plan.","1 non-implantable hearing aid up to $750 per ear every year.
Limited to 2 non-implantable hearing aids every year. Benefit
includes a 1-year standard warranty and 1 package of
batteries.",NC,NC,"The worldwide emergency room
cost share is not waived if you
are admitted for inpatient
hospital care.
You are covered for up to
$50,000 every year for
emergency or urgently needed
services outside the United
States. ",N/A,N/A,N/A
CO: Denver Metro,"UnitedHealth Group, Inc.",H0271 -  045 - 000 ,D-SNP PPO,This seems to be a well rounded comprehensive plan even though we don't see dental codes. 0% cost share for both IN and OON care even though OON care will be more expensive for their members.  No periodontal surgery coverage it seems. ,Weak,"Even though Devoted doesn't have a DSNP PPO to compare to, Devoted offers a $2,500 max for its PPO and a $5,000 max for its DSNP-HMO in Denver. Therefore this UHC plan is much weaker, no matter what Devoted plan we are comparing it to.","Plan pays up to $200 toward your purchase of frames
(with standard lenses covered in full) or contact
lenses (fitting and evaluation may be an additional
cost).Standard lenses that are covered in full
include single vision, lined bifocal,
lined trifocal, lenticular, and Tier I
(standard) progressive lenses.","Hearing aid allowance is $1,100
You must obtain prior authorization from
UnitedHealthcare Hearing. Additional fees may apply
for optional follow-up visits.",NC,"28 home-delivered meals up to 14 days. This benefit can be used immediately
following an inpatient hospital or
skilled nursing facility (SNF) stay if
recommended by a provider.",UNK,N/A,N/A,N/A
CO: Denver Metro,"UnitedHealth Group, Inc.",H0271 -  046 - 000 ,D-SNP PPO,This seems to be a well rounded comprehensive plan even though we don't see dental codes. 0% cost share for both IN and OON care even though OON care will be more expensive for their members.  No periodontal surgery coverage it seems. ,Same,"Even though Devoted doesn't have a DSNP PPO to compare to, Devoted offers a $2,500 max for its PPO and a $5,000 max for its DSNP-HMO in Denver. Therefore the strength of this UHC plan depends on what we are comparing it to. For now, we will say it is about the same in strength since it falls in the middle.",Plan pays up to $400 toward your purchase of frames (with standard lenses covered in full) or contact lenses (fitting and evaluation may be an additional cost).,"Hearing aid allowance is $2,000
You must obtain prior authorization from
UnitedHealthcare Hearing. Additional fees may apply
for optional follow-up visits.",$0 button wrist/pendant; covers the subscription ,"28 home-delivered meals up to 14 days. This benefit can be used immediately
following an inpatient hospital or
skilled nursing facility (SNF) stay if
recommended by a provider.",UNK,N/A,N/A,N/A
CO: Denver Metro,Denver Health and Hospital Authority,H5608-001-000,D-SNP HMO,This plan seems to be very comprehensive and implants are the only procedure that doesn't seem to be covered.,Weak,"Devoted has a $5,000 max and this plan has a $4,000 max. Both plans seem to have a similar plan design with no coinsurance. Devoted wins but not by much.","Up to $250 for contact
lenses and/or eyeglasses
(lenses and frames) every
year. ","Up to one supplemental routine hearing exam every three
years;
• Up to $1,500 for supplemental hearing aids (both ears
combined) every three years; and
• Unlimited fitting/evaluation for supplemental hearing aids.",NC,"21 meals within 10 days after
discharge from each inpatient or
SNF admission. ",UNK,N/A,"Denver Parks and Recreation Center Membership
We provide an annual membership to the Denver Parks and
Recreation Centers. To enroll, take your Elevate Medicare
Choice (HMO D-SNP) ID card and a valid photo ID to the
recreation center of your choice.
Note: This membership does not include the cost to join
classes. You may be required to pay a small fee to sign up for
fitness classes. ",N/A
CO: Denver Metro,CIGNA,H0672 - 001 - 000,Giveback MAPD HMO,"This plan offers a $20,000 max which is kind of misleading because they don't cover implants, bridges or periodontal surgery and they say that root canal coverage is limited. ",Strong,"Devoted's Giveback plan in Denver only has a $1,000 max so even though the $20,000 Cigna plan doesn't cover implants, bridges or gum surgery (maybe root canals too), it is still much more appealing than Devoted's plan","• Eyeglasses and frames or contact lenses up to the plan allowance amount. The
plan specified allowance may be applied to one set of the customer's choice of
eyewear, to include the eyeglass frame/lenses/lens options combination or contact
lenses and contact lens fitting (to include related professional fees) in lieu of
eyeglasses. Non-Medicare-covered annual eyewear allowance applied to the retail
value only. Applicable taxes are not covered. Unused balance of the allowance
amount does not carry forward to future benefit years.","$0 copayment for one routine hearing
test every year
$0 copayment for fitting evaluations on
hearing aids
Hearing aid allowance of $2,000 for
both ears combined every three yearsA 60-day evaluation period is granted to
determine the effectiveness of a hearing aid. A 4-year supply of batteries (up to 256
cells per hearing aid) is included with a hearing aid",NC,14 home-delivered meals to help make your transition more comfortable after an inpatient hospital or skilled nursing facility stay.* This benefit is available up to three (3) times each year. Customers enrolled in an end-stage renal disease (ESRD) care management program may be able to get up to 56 home-delivered meals each year to assist in meeting the complex nutritional needs associated with this disease,"$50,000 (USD) combined limit per year for emergency and urgent care services provided outside the U.S. and its territories.",N/A,N/A,N/A
CO: Denver Metro & CO: El Paso/Teller,Humana Inc.,H5216 - 261 - 000,Zero MAPD PPO,"Humana's base plan offers a $2,000 max and for an exta $38/month, member can get another $2,000 supplemental plan that covers more codes such as perio surgery and surgical codes.",Same,"Devoted's PPO plan in this market has a $2,500 max with 50% consinsurance OON. About the same plan design. Because Humana has a $2,000 max without coinsurance for OON, these plans are considered the same in strength but Humana plan could be considered slightly stronger since it offers supplemental for an extra $38/month.","$200 (combined in and out-of-network) benefit toward the
purchase and fitting of eyeglasses and pair of lenses or
contact lenses (1 per calendar year).
Ultraviolet protection and scratch resistant coating are
included in the eyeglass allowance benefit. Contact lenses will include conventional or disposable. The benefit can only be used one time. Any remaining benefit
dollars do not“roll over”to a future purchase. ","Hearing aid purchase includes: – Unlimited follow-up provider visits during first year following
TruHearing hearing aid purchase – 60-day trial period– 3-year extended warranty – 80 batteries per aid for non-rechargeable models
Benefit does not include or cover any of the following: – Additional cost for optional hearing aid rechargeability – Ear molds – Hearing aid accessories – Additional provider visits – Additional batteries (or batteries when a rechargeable hearing aid is
purchased) – Hearing aids that are not TruHearing-branded hearing aids – Costs associated with loss & damage warranty claims",NC,"2 meals per day for 7 days at no extra cost to you. 14
nutritious meals will be delivered to your home. Meal program limited to 4
times per calendar year. Meals have to be requested within 30 days of
discharge from inpatient stay",UNK,N/A,N/A,N/A
CO: El Paso/Teller,CIGNA,H0672 - 003 - 000,Giveback MAPD HMO,"This plan offers a $20,000 max which is kind of misleading because they don't cover implants, bridges or periodontal surgery and they say that root canal coverage is limited. ",Strong,"Devoted doesn't currently offer a Giveback plan in El Paso/Teller but it's Giveback plan in Denver only has a $1,000 max so this Cigna plan is stronger, even though the $20,000 max isn't as good as it seems.","Eyeglasses and frames or contact lenses up to the plan allowance amount. $250 allowance for non-Medicare Covered eyewear every year. The plan specified allowance may be applied to one set of the customer's choice of eyewear, to include the eyeglass frame/lenses/lens options combination or contact lenses and contact lens fitting (to include related professional fees) in lieu of eyeglasses. Non-Medicare-covered annual eyewear allowance applied to the retail value only. Applicable taxes are not covered. Unused balance of the allowance amount does not carry forward to future benefit years.","Supplemental benefits cover: up to one routine hearing exam every year; fitting evaluation for a hearing aid(s); hearing aid(s). Hearing aid evaluations are part of the routine hearing exam. Multiple fittings are allowed with the original provider if necessary to ensure hearing aids are accurately fitted. A routine hearing exam needs to be performed prior to hearing aids being dispensed. Hearing aid devices are limited to those worn externally and do not include assisted listening devices, amplifiers or disposable devices. A 60-day evaluation period is granted to determine the effectiveness of a hearing aid. A 4-year supply of batteries (up to 256 cells per hearing aid) is included with a hearing aid that is acquired through Cigna’s hearing vendor. Customers are required to contact Cigna’s hearing vendor to access the routine hearing exam and supplemental hearing aid benefits. Hearing aid allowance of $2,000 for both ears combined every three years.",NC,"Up to 14 healthy, frozen home-delivered meals; this benefit is available up to three (3) times each year after release from inpatient hospital or SNF stay. Note: Members diagnosed with End-Stage Renal Disease (ESRD) and enrolled in an ESRD care management program can get up to 56 healthy frozen meals delivered to their home over 28 days. Members are eligible for this benefit once per year.","$50,000 (USD) combined limit per year for emergency and urgent care services provided outside the U.S. and its territories.",,Giveback amount: $25. ,N
CO: El Paso/Teller,CIGNA,H0672 - 004 - 000,Giveback MAPD HMO,"This plan offers a $20,000 max which is kind of misleading because they don't cover implants, bridges or periodontal surgery and they say that root canal coverage is limited. ",Strong,"Devoted doesn't currently offer a Giveback plan in El Paso/Teller but it's Giveback plan in Denver only has a $1,000 max so this Cigna plan is stronger, even though the $20,000 max isn't as good as it seems.","Eyeglasses and frames or contact lenses up to the plan allowance amount. $250 allowance for non-Medicare Covered eyewear every year. The plan specified allowance may be applied to one set of the customer's choice of eyewear, to include the eyeglass frame/lenses/lens options combination or contact lenses and contact lens fitting (to include related professional fees) in lieu of eyeglasses. Non-Medicare-covered annual eyewear allowance applied to the retail value only. Applicable taxes are not covered. Unused balance of the allowance amount does not carry forward to future benefit years.","Supplemental benefits cover: up to one routine hearing exam every year; fitting evaluation for a hearing aid(s); hearing aid(s). Hearing aid evaluations are part of the routine hearing exam. Multiple fittings are allowed with the original provider if necessary to ensure hearing aids are accurately fitted. A routine hearing exam needs to be performed prior to hearing aids being dispensed. Hearing aid devices are limited to those worn externally and do not include assisted listening devices, amplifiers or disposable devices. A 60-day evaluation period is granted to determine the effectiveness of a hearing aid. A 4-year supply of batteries (up to 256 cells per hearing aid) is included with a hearing aid that is acquired through Cigna’s hearing vendor. Customers are required to contact Cigna’s hearing vendor to access the routine hearing exam and supplemental hearing aid benefits. Hearing aid allowance of $2,000 for both ears combined every three years.",NC,"Up to 14 healthy, frozen home-delivered meals; this benefit is available up to three (3) times each year after release from inpatient hospital or SNF stay. Note: Members diagnosed with End-Stage Renal Disease (ESRD) and enrolled in an ESRD care management program can get up to 56 healthy frozen meals delivered to their home over 28 days. Members are eligible for this benefit once per year.","$50,000 (USD) combined limit per year for emergency and urgent care services provided outside the U.S. and its territories.",,Giveback amount: $25,N
FL: Daytona,Humana Inc.,H1036 - 157 - 000,Giveback MAPD HMO,This plan is very limited compared to most Humana plans and there is also a 50% coinsurance for comprehensive care which is unlike most Humana plans.,Same/Strong,"Devoted's Essentials plan in Daytona only has a $1,000 max so even though this Humana plan is limited and has a 50% coinsurance for IN care, it is probably stronger than Devoted's plan because it has a $2,000 max and probably covers a few more procedures than Devoted's Essentials plan.  ","Routine Eye Exam (includes refraction) (1 per calendar year), $0. Frames and Lens Package – You have a choice of: Benefit toward the purchase and fitting of eyeglasses and pair of lenses or conventional or disposable contact lenses (per calendar year) OR 3 pair(s) of select eyeglasses at no cost per calendar year. Ultraviolet protection and scratch-resistant coating included on all eyeglass lenses at no charge. (Any additional upgrades to the select pair will be at your cost.)","Routine hearing exam (1 per year) $0. Plan-approved hearing aid(s) – (2 hearing aids per year). Benefit is limited to various styles of hearing aids categorized as Value ($199 per), Advanced ($699 per), and Premium ($1,299 per) hearing aid technology. Hearing aid purchase includes: 1 fitting and 3 adjustments within the first year of hearing aid purchase, 60 day trial period, 1-year extended warranty, and 1-month battery supply.",NC,"After an inpatient stay in a hospital or nursing facility, you are eligible to receive 2 fresh meals per day for 7 days. Up to 14 meals, delivered to your home. Limited to 4 times per year. Meals have to be requested within 30 days of discharge from inpatient stay.",UNK,"Help with certain chronic conditions DOAC Savings Program – This plan offers members with Atrial Fibrillation (A-Fib), Deep Vein Thrombosis (DVT), and Pulmonary Embolism (PE) who are prescribed a direct oral anticoagulant (DOAC) and enroll in the DOAC Savings program, reduced cost sharing for certain DOACs. You must complete the consultation to receive the reduced cost shares, which apply through the Deductible (if applicable to your plan), Initial Coverage, and Coverage Gap Stages. Only direct oral anticoagulants used for A-Fib, DVT and PE on our preferred brand tier are included.",Giveback amount: $125,N 
FL: Daytona,CIGNA,H5410 - 028 - 000,Giveback MAPD HMO,This is an allowance benefit so their members can see any licensed dentist,Same/Strong,"Devoted's Essentials plan in Daytona only has a $1,000 max. However, even though Cigna has same $1,000 max, the Cigna plan is an allowance so their members can get any dental work from any dentist which is better than Devoted's plan which has a limited number of procedures and Liberty dentists. This plan is the same or slightly better","Eyeglasses and frames or contact lenses up to the plan allowance amount, $150 every year, may be applied to one set of the customer's choice of eyewear, to include the eyeglass frame/lenses/lens options combination or contact lenses and contact lens fitting (to include related professional fees) in lieu of eyeglasses. $0 copayment for: up to one pair of eyeglasses (lenses and frames) every year (routine eye exam does not include a contact lens fitting); unlimited contact lenses up to plan coverage limit; up to one pair of eyeglass lenses every year; up to one eyeglass frame every year; upgrades. Non-Medicare-covered annual eyewear allowance applied to the retail value only. Applicable taxes are not covered. Non-Medicare-covered routine eye exams and eyewear must be obtained from a provider in Cigna’s vision vendor network.","One routine hearing exam every year ($0 copayment); fitting evaluation for a hearing aid(s); hearing aid(s) ($2,500 for both ears combined every three years.) Hearing aid evaluations are part of the routine hearing exam. Multiple fittings are allowed with the original provider if necessary to ensure hearing aids are accurately fitted. A routine hearing exam needs to be performed prior to hearing aids being dispensed. Hearing aid devices are limited to those worn externally and do not include assisted listening devices, amplifiers or disposable devices. Customers are required to contact Cigna’s hearing vendor to access the routine hearing exam and supplemental hearing aid benefits. A 60-day evaluation period is granted to determine the effectiveness of a hearing aid. A 4-year supply of batteries (up to 256 cells per hearing aid) is included with a hearing aid that is acquired through Cigna’s hearing vendor.",NC,"When released from an inpatient hospital stay or SNF, members can get 14 healthy frozen meals delivered to their home. This benefit is available up to three (3) times each year. (Releases from an emergency department, observation stay or outpatient visit are not eligible.) Meals for ESRD members: Members diagnosed with End-Stage Renal Disease (ESRD) and enrolled in an ESRD care management program can get up to 56 healthy frozen meals delivered to their home over 28 days. Members are eligible for this benefit once per year.","$50,000 (USD) combined limit per year for emergency and urgent care services provided outside the U.S. and its territories",N ,Giveback amount: $100,N 
FL: Jacksonville,Humana Inc.,H1036 - 270 - 000,Giveback MAPD HMO,"This plan is very limited compared to most Humana plans since it doesn't cover root canals, bridges or perio surgery. No supplemental option either.",Strong,"Devoted's Essentials plan in Daytona only has a $1,000 max and this Humana plan has a $2,000 max that covers more comprehensive procedures (I believe) and also 0% coinsurance. Humana plan wins","Routine eye exam (includes refraction) (1 per calendar year), and up to $400 toward the purchase and fitting of eyeglasses and pair of lenses or conventional or disposable contact lenses (per calendar year) OR 3 pair(s) of select eyeglasses at no cost per calendar year. Ultraviolet protection and scratch-resistant coating included on all eyeglass lenses at no charge. Any additional upgrades to the select pair will be at your cost.","Routine hearing exam (1 per year) $0. Plan-approved hearing aid(s) – (2 hearing aids per year). Benefit is limited to various styles of hearing aids categorized as Value ($199 per), Advanced ($699 per), and Premium ($1,299 per) hearing aid technology. Hearing aid purchase includes: 1 fitting and 3 adjustments within the first year of hearing aid purchase, 60 day trial period, 1-year extended warranty, and 1-month battery supply.",NC,"After an inpatient stay in a hospital or nursing facility, you are eligible to receive 2 fresh meals per day for 7 days. Up to 14 meals, delivered to your home. Limited to 4 times per year. Meals have to be requested within 30 days of discharge from inpatient stay.",UNK,"Help with certain chronic conditions DOAC Savings Program – This plan offers members with Atrial Fibrillation (A-Fib), Deep Vein Thrombosis (DVT), and Pulmonary Embolism (PE) who are prescribed a direct oral anticoagulant (DOAC) and enroll in the DOAC Savings program, reduced cost sharing for certain DOACs. You must complete the consultation to receive the reduced cost shares, which apply through the Deductible (if applicable to your plan), Initial Coverage, and Coverage Gap Stages. Only direct oral anticoagulants used for A-Fib, DVT and PE on our preferred brand tier are included.",Giveback amount: $100,N
FL: Jacksonville,"Elevance Health, Inc.",H5471 - 112 - 000,Giveback MAPD HMO,This is an allowance benefit so their members can see any licensed dentist,Same/Strong,"Devoted's Essentials plan in Jacksonville only has a $1,000 max. However, even though Elevance has same $1,000 max, the Elevance plan is an allowance so their members can get any dental work from any dentist which is better than Devoted's plan which has a limited number of procedures and Liberty dentists. This plan is the same or slightly better","1 routine eye exam every year ($0 copay INN), and up to $200 for eyeglasses -- lenses and frames -- and contact lenses every year","1 routine hearing exam and hearing aid fitting/evaluation(s) every year. $1,000.00 maximum plan benefit coverage.",NC,$0.00 copay for up to 1 meal a day for 10 days following your discharge from the hospital or skilled nursing facility (SNF),"This plan covers urgent care and emergency services when traveling outside of the United States for less than six months. This benefit is limited to $100,000.00 per year.",N ,Giveback amount: $125 per month,N 
FL: LMS & FL: Orlando ,Humana Inc.,H1036 - 269 - 000,Giveback MAPD HMO,"This plan is very limited compared to most Humana plans since it doesn't cover root canals, bridges or perio surgery. No supplemental option either.",Strong,"Devoted's Essentials plan in LMS and Orlando only has a $1,000 max and this Humana plan has a $2,000 max that covers more comprehensive procedures (I believe) and also 0% coinsurance. Humana plan wins.","Routine eye exam (includes refraction) (1 per calendar year), and up to $400 toward the purchase and fitting of eyeglasses and pair of lenses or conventional or disposable contact lenses (per calendar year) OR 3 pair(s) of select eyeglasses at no cost per calendar year. Ultraviolet protection and scratch-resistant coating included on all eyeglass lenses at no charge. Any additional upgrades to the select pair will be at your cost.","Routine hearing exam (1 per year) $0. Plan-approved hearing aid(s) – (2 hearing aids per year). Benefit is limited to various styles of hearing aids categorized as Value ($199 per), Advanced ($699 per), and Premium ($1,299 per) hearing aid technology. Hearing aid purchase includes: 1 fitting and 3 adjustments within the first year of hearing aid purchase, 60-day trial period, 1-year extended warranty, and 1-month battery supply.",NC,NC,UNK,"Help with certain chronic conditions DOAC Savings Program – This plan offers members with Atrial Fibrillation (A-Fib), Deep Vein Thrombosis (DVT), and Pulmonary Embolism (PE) who are prescribed a direct oral anticoagulant (DOAC) and enroll in the DOAC Savings program, reduced cost sharing for certain DOACs. You must complete the consultation to receive the reduced cost shares, which apply through the Deductible (if applicable to your plan), Initial Coverage, and Coverage Gap Stages. Only direct oral anticoagulants used for A-Fib, DVT and PE on our preferred brand tier are included.",Giveback amount: $150,N 
FL: LMS,Humana Inc.,H1019 - 137 - 000,Giveback MAPD HMO,"This is one of Humana's CareFree plans which is extremely limiting. Basically covers only preventive, fillings and dentures. No max listed which seems to be a marketing tactic",Same,"Even though this Humana plan doesn't have a max, the plan is very limited. It is basically a preventive+ plan like this Devoted plan which has a $1,000 max. For that reason, these plans are about the same in strength","1 routine eye exam per calendar year, includes vision test/refraction and dilation, $0. Choice of 1 Eyewear Option per plan year: Eyewear Option 1: Eyeglasses – frame, lenses and fitting; Contact lenses, conventional or disposable, and fitting (up to $200). Eyewear Option 2: Choice of 2 pairs of select eyeglasses, frame and lenses, per plan year. May choose prescription sunglasses as 1 pair. Eyeglass add-ons include ultraviolet protection and scratch-resistant coating ($0).",1 Routine hearing exam per calendar year ($0); Hearing aid fitting/evaluation (1 per calendar year); Hearing aid(s) (1 per ear per calendar year). Note: Includes 1-month battery supply and 2-year warranty. Up to $600 per ear per calendar year.,NC,"After an inpatient stay in a hospital or nursing facility, you are eligible to receive 2 fresh meals per day for 7 days. Up to 14 meals, delivered to your home. Limited to 4 times per year. Meals have to be requested within 30 days of discharge from inpatient stay.",UNK,N ,Giveback amount: $155,N 
