County,Provider,CONTRACT_PLAN,PLAN_CATEGORY,Medicaid Coverage Categories (For D-SNP plans only),Enrolls All Duals (Y/N),"Types of Chronic Conditions (C-SNP only) (Diabetes, Coronary Artery Diseases, Cardiovascular Disorders, COPD, ESRD)",VBID (Y/N),Annual Max ,Annual Max - Shared Allowance (Y/N),Bridges Coinsurance,Crowns Coinsurance,Implant Coinsurance,Root Canal Coinsurance,Denture Coinsurance,Periodontal Surgery Coinsurance,"Dental Vendor Name (Vendor, Card Based, Allowance)",Optional Supplemental Benefit (Y/N),"Benefit Structure: Vendor, Non-vendor, Card-Based, Allowance","Out-of-Network Cost Share (Identical, Different)",Preventative Only (Y/N),Preventative and Comprehensive (Y/N),Implant Coverage (Y/N),Root Canal Coverage (Y/N),Denture Coverage (Y/N),Periodontal Surgery Coverage (Y/N),Crowns (Y/N),Bridges (Y/N),"Dental Score Card (Weak, Same or Strong) compared to Devoted plan design.  I will compare apples to apples (i.e. PPO vs PPO, 0 HMO vs 0 HMO) and will be comparing the overall dental plan design. ",Healthy Food Card Vendor,Healthy Food Card Amount,Healthy Food Card Benefit Structure (Monthly/Quarterly),Healthy Food Rollover,OTC Vendor,OTC Benefit Structure (Monthly/Quarterly),OTC - Retail (Y/N),OTC - Catalog (Y/N),OTC- Online (Y/N) ,OTC- Over-the-phone (Y/N) ,OTC Rollover (Y/N),Utilities Vendor,Utilities Benefit Structure (Monthly/Quarterly),Covered Utilities ,Utilities Rollover,Combined/Shared Benefit (Y/N) ,Additional Flex Card Benefit ,Additional Supplemental Benefit Choice (Use this row for if a member MUST choose a benefit at the time of enrollment),Routine Acupuncture Vendor,"Routine Acupuncture Benefit Structure (# of Visit /Timeframe, Coverage)",Medicare Covered Acupuncture Vendor,Therapeutic Massage Vendor,"Therapeutic Massage Benefit Structure (# of Visits/Timeframe, Coverage)",Routine Chiropractor Vendor,"Routine Chiropractor Benefit Structure (# of Visits/Timeframe, Coverage)",Vision Vendor,Fitness Vendor,Wearable Device (Fitness),Grocery Delivery,Hearing Aid Vendor,Nemt Vendor,Nemt Oneway Trip Limit,Nemt Distance (Max Mileage),In Home/ Bathroom Safety Devices (Y/N),In-Home Support Services/Personal Home Care Vendor,In-Home Support Services/Personal Home Care Benefit Structure ,PERS Vendor,PERS Coverage,Meals Vendor,Wig Chemo,Caregiver Support ,Worldwide Benefit Structure ,Companion Services ,Behavioral Health Vendor,DME Vendor,Nurse Line Vendor,Nurse Line 24/7 (Y/N)
FL: South Florida: Palm Beach,Humana Inc.,H1036 - 304 - 000,D-SNP HMO,,,,,"$2,500",Y,"0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON",Humana,No,,DIfferent,N,Y,Y,Y,Y,Y,Y,Y,Weak/Same,UNK,$275 (as part of the Healthy Options Allowance),Monthly,N,UNK,Monthly,Y,Y,Y,Y,N,UNK,Monthly,"Rent assistance, utilities, internet payments",N,"Y -- Healthy Options Allowance: $275 automatically loaded on a Humana Spending Account Card every month to use toward the purchase of items and services, such as: • Food and produce • Over-the-Counter (OTC) products • Home supplies • General supports for living (rent assistance, utilities, internet payments) • Meal delivery services • Personal wellness products • Bathroom safety devices • Non-medical transportation • Pest control • Robotic pets • Disaster-relief products • Pet care and supplies",N,N,UNK,"25 visits per calendar year, $0 copayment",,UNK,"Coverage depends upon member's level of Medicaid eligibility, may not be available to all enrollees: AIDS-Related Massage Therapy",UNK,"12 visits per calendar year, $0 copayment",UNK,SilverSneakers,N,Y -- as part of the Healthy Options Allowance,HearUSA,UNK,Unlimited NEMT to plan-approved locations within the plan service area,"UNK -- EOC says ""within the plan service area""","Y -- the plan will provide one bath chair every 5 years to members who meet the medical criteria; also, the Healthy Options Allowance includes bathroom safety devices ($275 loaded every month on a Humana Spending Account Card, does not roll over).",UNK,PHC: A minimum of 4 hours per day up to a maximum of 80 hours per year for certain in-home support services to assist individuals with disabilities and/or medical conditions in performing activities of daily living (ADLs) and Instrumental Activities of Daily living (IADLs) within the home by a qualified aide. A member must be receiving assistance with a minimum of one ADL to receive assistance with any IADL.,UNK,$0 copayment per year for installation and monitoring service. The medical alert service comes with an installed in-home communication device and a wearable button. You have the choice between a push-button unit (with or without AutoAlert fall detection) or a wrist unit (without AutoAlert).,UNK,Y -- members are covered for an unlimited maximum benefit per calendar year for wigs related to chemotherapy treatment.,"SSBCI Vital Support Benefits, Humana Flexible Care Assistance, includes caregiver services -- up to $1,000 per year for combined benefits",UNK,"Y -- Healthy Options Allowance includes robotic pets, and with the Papa Pals benefit, members can be connected to a friendly, trusted college student able to provide assistance with instrumental activities of daily living (IADLs) like household chores, errand running or meal preparation. Support may be provided in person or virtually for up to 60 hours per year (minimum of one hour per visit).",,,N,N
FL: South Florida: Palm Beach,"Elevance Health, Inc.",H5431 - 020 - 000,Giveback MAPD HMO,,,,,"$2,000",Y,N/A,"0% IN, 0% OON",N/A,"0% IN, 0% OON","0% IN, 0% OON",N/A,?,No,,Identical,N,Y,N,Y,Y,N,Y,N,Strong,NC,NC,NC,NC,UNK,Monthly,N ,Y,UNK,UNK,UNK,NC,NC,NC,NC,N ,N ,NC,NC,NC,,UNK,24 therapeutic massage visits every year,NC,NC,UNK,SilverSneakers,UNK,NC,UNK,XXX,XXX,XXX,NC,NC,NC,NC,NC,UNK,NC,NC,"$100,000 maximum plan benefit coverage for worldwide emergency care, worldwide urgent care, and worldwide emergency transportation.",NC,,,UNK,Y
FL: Tampa: Not Polk,Humana Inc.,H1036 - 265 - 001,Giveback MAPD HMO,,,,,"$2,000",Y,N/A,"0% IN, 100% OON",N/A,N/A,"0% IN, 100% OON",N/A,Humana,No,,Different,N,Y,N,N,Y,N,Y,N,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL: Tampa: Not Polk,"Elevance Health, Inc.",H5594 - 001 - 000,Giveback MAPD HMO,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?,No,,Different,N,Y,N,N,N,N,N,N,Same,NC,NC,NC,NC,UNK,Monthly,UNK,Y,UNK -- no details on how to order in EOC,UNK -- no details on how to order in EOC,N ,NC,NC,NC,NC,N ,"Flex Account – Active Fitness is a benefit that provides a $500 per year spending allowance that may be used for access fees required at sports facilities for golf, swimming, and tennis. The card is prepaid by the plan with the spending allowance amount. You can only pay for your own services and cannot convert the card to cash. The card cannot be used to set up automated recurring transactions. Any unused funds will roll over to the next month but do not roll over to the next calendar year. If your facility does not accept a prepaid card for payment or in the event of a card transaction failure, you may submit a claim form for reimbursement along with proof of payment. Claims must be submitted within 90 days of the date of payment.",N ,NC,NC,,NC,NC,NC,NC,UNK,SilverSneakers,NC ,NC,UNK,XXX,XXX,XXX,NC,Papa's Pals,"$0 copayment for up to 30 hours of In-Home Support services per year. (Papa’s Pals). Assistance for services such as: • Household chores: light cleaning, organization, laundry • Companionship: conversation, board games, reading, hobbies • Technical Guidance: assist with learning telehealth services to connect with physician, help install devices • Exercise and Activity: walking or biking • Assistance from a distance: virtual services and companionship.",NC,NC,UNK,NC,NC -- note that Hospice Care benefit includes short-term respite care,"We offer a supplemental benefit covering emergency services, urgent services, and emergency ambulance transportation outside of the country up to $100,000 with a $500 copayment.",Y -- Papa's Pals (In-Home Support benefit) includes companionship,,,UNK,Y
FL: Tampa: Not Polk,"BayCare Health System, Inc.",H2235 - 003 - 000,Premium HMO,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Delta Dental,No,,Different,N,Y,N,N,N,N,N,N,Weak,NC,NC,NC,NC,NationsOTC,Quarterly,N,N,Y -- note that there is a maximum of 2 orders per quarter; free home delivery,Y,N,NC,NC,NC,NC,N ,NC,NC,NC,NC,,NC,NC,NC,NC,EyeMed,Silver&Fit®,"UNK -- possibly, as members may choose one Home Fitness Kit per benefit year (kit may contain tracker)
",NC,TruHearing,XXX,XXX,XXX,NC,NC,NC,NC,NC,GA Foods,NC,NC -- (Hospice care includes short-term respite care),UNK   ,NC,,,NC,NC
FL: Tampa: Polk,Humana Inc.,H1019 - 104 - 001,Giveback MAPD HMO,,,,,N/A,N/A,N/A,N/A,N/A,N/A,"0% IN, 0% OON",N/A,?,No,,Identical,N,Y,N,N,Y,N,N,N,Same,NC,N/A,N/A,N/A,UNK,Monthly,Y,UNK,UNK,UNK,N,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,,NC,NC,UNK,"*Additionally, you may self-refer to a network chiropractor for 12 visits per
calendar year for routine spinal adjustments.",UNK,* SilverSneakers®,NC,NC,UNK,XXX,XXX,XXX,NC,NC,NC,NC,NC,UNK,NC,NC,UNK,NC,,,UNK,UNK
FL: Tampa: Polk,Humana Inc.,H1036 - 268 - 000,Giveback MAPD HMO,,,,,"$2,000",Y,N/A,"0% IN, 100% OON",N/A,N/A,"0% IN, 100% OON",N/A,Humana,No,,Different,N,Y,N,N,Y,N,Y,N,Same/Strong,NC,N/A,N/A,N/A,UNK,Monthly,N,Y- Mail order,Y -Mail order,Y -Mail order,Y,NC,N/A,N/A,N/A,N,"* Humana Flex Allowance
Members receive $750 annual allowance on a prepaid card which can be
used towards out of pocket costs, including copays, for the plan’s dental, vision and/or hearing supplemental benefits, allowing members to extend
their coverage.",N/A,NC,N/A,,NC,NC,NC,NC,UNK,* SilverSneakers®,NC,NC,HearUSA,XXX,XXX,XXX,N,NC,NC,NC,NC,NC,NC,NC,UNK,NC,,,UNK,UNK
FL: Tampa: Polk,CIGNA,H5410 - 026 - 000,Giveback MAPD HMO,,,,,"$1,250 (allowance)",N/A,"0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON",N/A,No,,Identical,N/A,N/A,Y,Y,Y,Y,Y,Y,Same,NC,N/A,N/A,N/A,UNK,Quarterly,Y,Y,Y,Y,N,N,N/A,N/A,N/A,N,N,N/A,NC,N/A,,NC,NC,NC,NC,EyeMed,Silver&Fit®,"You can select one home kit per benefit year from a variety of options, including a Fitbit® or Garmin® wearable fitness tracker.",NC,Hearing Care Solutions,XXX,XXX,XXX,N,NC,NC,NC,NC,UNK,NC,NC,"$50,000 (USD) combined limit per year
for emergency and urgent care
services provided outside the U.S. and
its territories",NC,,,UNK,Y
FL: LMS (Multiple Markets),"UnitedHealth Group, Inc.",H1889-002-001,D-SNP PPO,"FBDE, QDWI, QI, QMB, QMB+, SLMB, SLMB+",Y,,Y,"$3,500",Y,"0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON",UnitedHealthCare,No,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Weak,Solutran,$205 Shared ,Monthly,N,Solutran,Monthly,Y,Y,Y,Y,N,Solutran,Monthly,"• Eligible utility bills like electricity,
gas, water and internet. The
service address must match an
address we have on file for you. ",N,"Y (Food, OTC, Utility) ",NC,N/A,"OptumHealth Care
Solutions, LLC","Covered services include routine visits
to treat nerve, muscle, and/or bone
pain and nausea. No referral required.
This benefit does not cover treatment
for:
• Weight loss
• Sexual dysfunction
• Mental conditions such as
depression, smoking cessation, or
drug or alcohol addiction
• Any other conditions not related to
the relief of pain",,NC,NC,"OptumHealth Care
Solutions, LLC","Covered services include routine visits
to treat nerve, muscle, and/or bone
pain and nausea. No referral
required. This benefit does not cover
treatment for any other conditions not
related to pain relief. $0 INN, 40% OON","20/20 Eye Care Network, Inc",Renew Active®,NC,NC,UnitedHealthcare Hearing,ModivCare®,72 one way trips/year,50 miles,N,NC,NC,Lifeline,$0 button wrist/pendant; covers the subscription ,Mom’s Meals®,NC,NC,UNK,NC,,,NurseLine,Y
FL:Southeast Florida ,Humana Inc.,H7284-010-000,D-SNP PPO,"FBDE, QDWI, QI, QMB, QMB+, SLMB, SLMB+",,,,"$5,000",Y,"0%, IN, 0% OON","0%, IN, 0% OON",N/A,"0%, IN, 0% OON","0%, IN, 0% OON",N/A,Humana,No,,Identical,N,Y,N ,Y,Y,N,Y,Y,Weak,UNK - Solutran?,$150 (Shared Healthy Options Allowance),Monthly,N,UNK - Solutran?,Monthly,Y,Y,Y,Y,N,UNK - Solutran?,Monthly,"General supports for living (rent assistance, utilities, internet
payments**",N,"$150 automatically loaded for:
• Food and produce
• Over-the-Counter (OTC) products
• Home supplies
• General supports for living (rent assistance, utilities, internet
payments**)
• Meal delivery services
• Personal wellness products
• Bathroom safety devices
• Non-medical transportation**
• Pest control**
• Robotic pets
• Disaster-relief products
• Pet care and supplies**",NC,N/A,UNK,"You are covered for up to 25 visits per calendar year. Acupuncture is the procedure of inserting and manipulating needles into
various points on the body to relieve pain or for therapeutic purposes which
are medically necessary.",,NC,NC,NC,NC,EyeMed,* SilverSneakers®,NC,NC,UNK,UNK,"You are covered for unlimited non-emergency trips to plan-approved
locations within the plan service area.",UNK,Y - Part of Healthy Options allowance $150/Monthly Shared,NC,NC,UNK,. You have the choice between a push button unit (with or without AutoAlert fall detection) or a wrist unit (without AutoAlert).,UNK,"* Wigs (related to chemotherapy treatment)
You are covered for up to $500 maximum benefit per calendar year for
wigs related to chemotherapy treatment. The provider who prescribed
chemotherapy must notify us to authorize your wig purchase",NC,UNK,* Wigs (related to chemotherapy treatment) You are covered for up to $500 maximum benefit per calendar year for wigs related to chemotherapy treatment. The provider who prescribed chemotherapy must notify us to authorize your wig purchase,,,UNK,UNK
FL: South Florida,"UnitedHealth Group, Inc.",H1889-002-002,D-SNP PPO,"FBDE, QDWI, QI, QMB, QMB+, SLMB, SLMB+",Y,,Y,"$3,500",Y,"0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON",UnitedHealthCare,No,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Weak,Solutran,$205 Shared ,Monthly,N,Solutran,Monthly,Y,Y,Y,Y,N,Solutran,Monthly,"• Eligible utility bills like electricity,
gas, water and internet. The
service address must match an
address we have on file for you. ",N,"Y (Food, OTC, Utility) ",NC,N/A,"OptumHealth Care
Solutions, LLC","Covered services include routine visits
to treat nerve, muscle, and/or bone
pain and nausea. No referral required.
This benefit does not cover treatment
for:
• Weight loss
• Sexual dysfunction
• Mental conditions such as
depression, smoking cessation, or
drug or alcohol addiction
• Any other conditions not related to
the relief of pain",,NC,NC,"OptumHealth Care
Solutions, LLC","Covered services include routine visits
to treat nerve, muscle, and/or bone
pain and nausea. No referral
required. This benefit does not cover
treatment for any other conditions not
related to pain relief. $0 INN, 40% OON","20/20 Eye Care Network, Inc",Renew Active®,NC,NC,UnitedHealthcare Hearing,ModivCare®,72 one way trips/year,50 miles,N,NC,NC,Lifeline,$0 button wrist/pendant; covers the subscription ,Mom’s Meals®,NC,NC,UNK,NC,,,NurseLine,Y
HI: Hawaii,Hawaii Medical Service Association,H3832 - 008 - 000,Premium PPO,,,,,N/A,N/A,N/A,"0% IN, 40% OON",N/A,"0% IN, 40% OON",N/A,N/A,?,No,,Different,N,Y,N,Y,N,N,Y,N,Weak/Same,NC,N/A,N/A,N/A,NC,N/A,N/A,N/A,N/A,N/A,N/A,NC,N/A,N/A,N/A,N,N,N/A,NC,NC,,NC,NC,NC,NC,UNK,Silver&Fit® ,"Home Fitness Kits
$0 copayment for one Home Fitness Kit
per calendar year. (2)",NC,NC,XXX,XXX,XXX,N,NC,NC,NC,NC,NC,NC,NC,"For emergency services in a foreign country
(Worldwide coverage*):
• Physician services
• Outpatient services
• Room, board and ancillaries
• Emergency transportation
In-Network and
Out-of-network
Worldwide coverage*
100% for any amounts above the plan’s
eligible charges for physician services.
(2)
100% for any amounts above the plan’s
eligible charges for outpatient services.
(2)
10% of the cost of the plan’s eligible
charge for hospital room, board and
ancillaries. (2)
10% of the cost for emergency
transportation. (2)",NC,,,UNK,UNK
HI: Hawaii,Humana Inc.,H5216 - 233 - 002,Zero MAPD PPO,,,,,"$1,000/$2,000",Y,"50% IN, 50% OON (optional benefit)","50% IN, 50% OON (optional benefit)",N/A,"50% IN, 50% OON (optional benefit)","50% IN, 50% OON (optional benefit)",N/A,Humana,Yes,,Identical,N,Y,N,Y,Y,N,Y,Y,Weak,NC,N/A,N/A,N/A,UNK,N,Y - Mail order,Y - Mail order,Y - Mail order,Y - Mail order,Y,NC,N/A,N/A,N/A,N,N,N/A,UNK,"Acupuncture is the procedure of inserting and manipulating needles into
various points on the body to relieve pain or for therapeutic purposes which
are medically necessary.
You are covered for up to 25 visits per calendar year.",,NC,NC,NC,NC,EyeMed,* SilverSneakers®,NC,NC,TruHearing,XXX,XXX,XXX,N,NC,NC,NC,NC,"Humana Well Dine
®",NC,NC,UNK,NC,,,UNK,UNK
HI: Hawaii,Hawaii Medical Service Association,H3832 - 007 - 000,Zero MAPD PPO,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?,No,,Different,N,Y,N,N,N,N,N,N,Weak,NC,N/A,N/A,N/A,NC,N/A,N/A,N/A,N/A,N/A,N/A,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,,NC,NC,NC,NC,UNK,Silver&Fit® ,"Home Fitness Kits
$0 copayment for one Home Fitness Kit
per calendar year. (2)",NC,NC,XXX,XXX,XXX,N,NC,NC,NC,NC,NC,NC,NC,"For emergency services in a foreign country
(Worldwide coverage*):
• Physician services
• Outpatient services
• Room, board and ancillaries
• Emergency transportation
In-Network and
Out-of-network
Worldwide coverage*
100% for any amounts above the plan’s
eligible charges for physician services.
(2)
100% for any amounts above the plan’s
eligible charges for outpatient services.
(2)
10% of the cost of the plan’s eligible
charge for hospital room, board and
ancillaries. (2)
10% of the cost for emergency
transportation. (2)",NC,,,UNK,UNK
IL: Chicago,Humana Inc.,H1468 - 018 - 000,Giveback MAPD HMO,,,,,"$5,000",Y,N/A,"0% IN, 100% OON",N/A,N/A,"0% IN, 100% OON",N/A,Humana,No,,Different,N,Y,N,N,Y,N,Y,N,Strong,NC,N/A,N/A,N/A,NC,N/A,N/A,N/A,N/A,N/A,N/A,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,,NC,NC,UNK,"*Additionally, you may self-refer to a network chiropractor for 12 visits per
calendar year for routine spinal adjustments. Covered supplemental
services include:
• New and established patient examinations
• Select x-ray procedures
• Non-spinal/extremity manipulation
• Select physical medicine modalities and procedures",EyeMed,* SilverSneakers®,NC,NC,UNK,XXX,XXX,XXX,N,NC,NC,NC,NC,"Humana Well Dine
®",NC,NC,UNK,NC,,,UNK,UNK
IL: Chicago,"Zing Health Consolidator, Inc",H7330 - 005 - 000,Giveback MAPD HMO,,,,,$750,Y,"0% IN, 100% OON","0% IN, 100% OON",N/A,"0% IN, 100% OON","0% IN, 100% OON",N/A,?,No,,Different,N,Y,N,Y,Y,N,Y,Y,Weak/Same,NC,N/A,N/A,N/A,NC,N/A,N/A,N/A,N/A,N/A,NC,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,,NC,NC,NC,NC,UNK,Silver&Fit® ,UNK,NC,NationsHearing,XXX,XXX,XXX,N,NC,NC,NC,NC,NC,NC,NC,UNK,NC,,,UNK,Y
IL: Chicago,Health Care Service Corporation,H8634 - 014 - 000,Premium PPO,,,,,"$1,000",Y,"20% IN, 100% OON","20% IN, 100% OON",N/A,"20% IN, 100% OON","20% IN, 100% OON","20% IN, 100% OON",?,Yes,,Different,N,Y,N,Y,Y,Y,Y,Y,Weak,NC,N/A,N/A,N/A,NC,N/A,N/A,N/A,N/A,N/A,N/A,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,,NC,NC,NC,NC,UNK,* SilverSneakers®,NC,NC,TruHearing,XXX,XXX,XXX,N,NC,NC,NC,NC,NC,NC,NC,UNK,NC,,,UNK,Y
IL: Chicago,Centene Corporation,H6713 - 001 - 000,Zero MAPD PPO,,,,,"$3,000",Y,"0% IN, 50% OON","0% IN, 50% OON",N/A?,"0% IN, 50% OON","0% IN, 50% OON",N/A?,?,No,,Different,N,Y,N?,Y,Y,N?,Y,Y,Weak,NC,N/A,N/A,N/A,CVS OTC Solutions,Quarterly,Y,Y,Y,Y,UNK,NC,N/A,N/A,N/A,N,"Our plan offers a prepaid Visa debit card with a combined annual limit of $1,500 to help reduce your out-of-pocket expenses for dental, vision, and hearing services. The Flex Card amount of $250 is for vision-related services. The remaining Flex Card amount may be spent between dental and hearing as you see fit. Any unused benefit dollars will expire at the end of the year.",N/A,NC,NC,,NC,NC,NC,NC,UNK,Silver&Fit® ,"Members can choose from available at home kits to be shipped to
them at no cost. A wearable fitness tracker is included as one of those
choices",NC,UNK,XXX,XXX,XXX,N,NC,NC,UNK,"Coverage for one personal emergency medical response device per
lifetime and the monthly fee. A personal emergency medical
response device provides peace of mind and 24/7 response to your
emergent and non-emergent needs.
Members can choose a traditional ""hard-wired"" PERS system that is
connected via a landline, or select a wireless syste",UNK,NC,NC,"You are covered for up to $50,000 every year for emergency or urgently needed services outside the United States.",NC,,,UNK,Y
NC: Charlotte & NC: Greensoro/Winston-Salem,"UnitedHealth Group, Inc.",H5253 - 041 - 000,D-SNP HMO,"QMB+, QMB, QDWI, QI, SLMB+, SLMB, FBDE",Y,,Y,"$4,000",Y,"0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON",UnitedHealthCare,No,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Strong,Solutran,$305 shared,Monthly,N,Solutran,Monthly,Y,Y,Y,Y,N,Solutran,Monthly,"Electricity. gas, water, and internet",N,"Y (Food, OTC, Utility)",N,N/A,NC,N/A,,NC,NC,OptumHealth Care,"20 visits per year

Covered services include routine visits to treat nerve,
muscle, and/or bone pain and nausea. No referral
required. This benefit does not cover treatment for any other
conditions not related to pain relief.",UnitedHealthcare Vision®,Renew Active,Y - a Fitbit device every 2 years. Only certain models are covered. ,Discounted meal delivery covered under fitness benefit,UnitedHealthcare Hearing,SafeRide,48 one-way trips/year,50 miles,N,NC,NC,Lifeline,$0 button wrist/pendant; must have a working landline or live in an area that has AT&T wireless coverage,Mom's Meals,NC,NC,UNK,NC,,,NurseLine,Y
NC: Charlotte,Humana Inc.,H1036 - 167 - 000,D-SNP HMO,"FBDE, QDWI, QI, QMB, QMB+, SLMB, SLMB+",Y,,Y,"$4,000",Y,"0% IN, 0% OON","0% IN, 0% OON",N/A,"0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON",Humana,No,,Same,N,Y,N,Y,Y,Y,Y,Y,Strong,UNK,$225 shared,Monthly,N,UNK,Monthly,Y,UNK,UNK,UNK,N,UNK,Monthly,"Unspecified, just ""General supports for living (rent assistance, utilities, internet
payments**)""
**Refer to your card mailer for instructions on how to utilize for general
supports for living, non-medical transportation, pest control services, and
pet care and supplies.",N,"Y - multi-purpose card that can be used toward any of the following:
• Food and produce
• Over-the-Counter (OTC) products
• Home supplies
General supports for living (rent assistance, utilities, internet
payments**)
• Meal delivery services
• Personal wellness products
• Bathroom safety devices
• Non-medical transportation**
• Pest control**
• Robotic pets
• Disaster-relief products
• Pet care and supplies**",N,N/A,NC,N/A,,NC,NC,UNK,12 routine chiro visits per calendar year,UNK,SilverSneakers,NC,NC,TruHearing,UNK,"48 one-way trips - timeframe not specified (Additional trips covered under ""Humana Healthy Options Allowance"")",75 miles,Y- Healthy Options Allowance can be used toward these items (225/Monthly),UNK,"Up to 4 hours per day up to a maximum of 80 hours per year for services such as:

Examples of ADLs:
Assistance with:
• Bathing, Dressing, or Grooming
• Toileting
• Eating or Drinking
• Changing Positions
• Walking Independently
Examples of IADLs:
• Preparing meals
• Shopping on behalf of the member for groceries or personal items
• Performing light housework*
• Laundry
• Dishes",UNK,"$0 button
On The Go Mobile personal help button functions both in and
out of the house, uses two way voice communication & five location
seeking technologies to send help quickly to wherever the member is
located. On the Go Mobility personal help button functions both in and out
of the house and offers fall detection remotely activated/deactivated, up
to 5 days of battery life, location services, and wandering.",UNK,Covered for up to $500 per calendar year.  Need to pay OOP and submit for reimbursement,The $500 Humana Flexible Care Assistance benefit can be used for Caregiver services,UNK,"Monthly Healthy Options Allowance ($225/month) can be used toward:
- Robotic pets
- Pet care and supplies",,,N/A,N/A
NC: Charlotte & NC: Greensoro/Winston-Salem,"UnitedHealth Group, Inc.",H5253 - 116 - 000,D-SNP HMO,"QMB+, QMB, QDWI, QI, SLMB+, SLMB, FBDE",Y,,Y,"$1,000",Y,"0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON",UnitedHealthCare,No,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Weak,Solutran,$55 shared,Monthly,N,Solutran,Monthly,Y,Y,Y,Y,N,Solutran,Monthly,"Electricity. gas, water, and internet",N,"Y (Food, OTC, Utility)",N,N/A,NC,N/A,,NC,NC,NC,NC,UnitedHealthcare Vision®,Renew Active,NC,Discounted meal delivery covered under fitness benefit,UnitedHealthcare Hearing,SafeRide,24 one-way trips/year,50 miles,N,NC,NC,Lifeline,$0 button wrist/pendant; must have a working landline or live in an area that has AT&T wireless coverage,Mom's Meals,NC,NC,UNK,NC,,,NurseLine,Y
NC: Charlotte & NC: Greensoro/Winston-Salem,CIGNA,H9725 - 012 - 000,Giveback MAPD HMO,,,,,$500 (allowance),N/A,"0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON",N/A,No,,Identical,N/A,N/A,Y,Y,Y,Y,Y,Y,Same/Strong,NC,N/A,N/A,N/A,UNK,Quarterly,Y,Y,Y,Y,N,NC,N/A,N/A,N/A,N/A,N,N/A,NC,N/A,,NC,NC,NC,NC,UNK,Silver & Fit,"If you prefer to
exercise in the privacy of your home, you can select one Home Fitness Kit per benefit
year from a variety of kit options, including a wearable fitness tracker",NC,Hearing Care Solutions,XXX,XXX,XXX,N,NC,NC,NC,NC,UNK,NC,NC,"$50,000 (USD) combined limit per year
for emergency and urgent care
services provided outside the U.S. and
its territories",NC,,,UNK,Y
NC: Charlotte & NC: Greensoro/Winston-Salem,"UnitedHealth Group, Inc.",H5253 - 117 - 000,Zero MAPD HMO,,,,,"$1,000",Y,"0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON",UnitedHealthCare,No,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Weak,NC,N/A,N/A,N/A,"In-store provided by: Solutran
Online and over the phone
provided by: Firstline",Quarterly ,Y,Y,Y,Y,N,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,,NC,NC,NC,NC,UnitedHealthcare Vision®,Renew Active,"• 1 at-home fitness kit for members 15 miles or more from a
participating fitness center",NC,UnitedHealthcare Hearing,XXX,XXX,XXX,NC,NC,NC,NC,NC,Mom's Meals,NC,NC,UNK,NC,,,NurseLine,Y
